שם ישוב,סמל ישוב,בזב,מצביעים,פסולים,כשרים,Arabs,Left,Right,Center,Orthodox
ישעי,805,555,423,3,420,0,5,276,9,102
ישרש,828,716,557,3,554,0,20,300,136,31
יתד,1227,326,244,1,243,0,19,111,78,2
כאבול,504,7857,5057,38,5019,4627,121,61,19,123
כאוכב אבו אל-היג'א,505,2559,1626,9,1617,1553,43,3,11,0
כברי,576,844,624,5,619,3,195,37,354,0
כדיתה,1338,130,70,0,70,0,9,27,15,3
כוכב השחר,3564,1177,997,1,996,0,0,719,4,27
כוכב יאיר,1224,7751,6016,8,6008,4,809,1294,3135,28
כוכב יעקב,3779,4085,3319,24,3295,0,4,1193,11,1797
כוכב מיכאל,824,698,529,2,527,1,70,91,312,3
כורזים,1252,336,247,0,247,1,49,37,127,4
כחל,1210,347,261,0,261,0,48,24,160,1
כחלה,1367,237,129,5,124,18,22,2,76,1
כיסופים,840,287,157,0,157,1,68,13,60,0
כישור,1153,120,92,0,92,0,24,16,48,1
כליל,1183,440,335,0,335,18,185,21,91,0
כלנית,1229,184,141,0,141,0,0,114,2,16
כמאנה,1331,1011,412,5,407,303,35,9,50,4
כמהין,1291,227,175,0,175,0,40,23,76,0
כמון,1201,532,404,0,404,2,137,19,229,3
כנף,4028,318,250,0,250,0,34,37,127,0
כנרת (מושבה),63,521,381,2,379,0,43,127,169,4
כנרת (קבוצה),57,632,421,1,420,0,125,51,211,1
כסיפה,1059,8117,3356,32,3324,2854,171,63,146,32
כסלון,859,274,212,0,212,0,14,122,19,40
כסרא-סמיע,1296,5527,3888,14,3874,60,542,2234,711,134
כעביה-טבאש-חג'אג'רה,978,3583,1556,31,1525,514,328,124,401,4
כפר אביב,857,531,410,0,410,1,49,81,233,9
כפר אדומים,3638,2496,1978,5,1973,2,80,805,277,18
כפר אוריה,364,542,430,1,429,1,102,114,173,6
כפר אחים,690,530,443,3,440,0,13,161,224,4
כפר ביאליק,220,468,362,1,361,1,44,83,190,4
"כפר ביל""ו",177,868,702,4,698,0,134,102,423,11
כפר בלום,357,731,514,4,510,0,137,96,236,3
כפר בן נון,2010,523,421,3,418,0,102,105,181,0
כפר ברא,633,2279,1476,5,1471,1002,397,12,30,22
כפר ברוך,132,362,287,0,287,0,38,72,149,1
כפר גדעון,106,182,146,1,145,0,2,39,13,69
כפר גלים,427,89,61,2,59,0,7,25,20,0
כפר גליקסון,310,279,214,1,213,0,72,12,123,0
כפר גלעדי,76,562,358,0,358,0,113,25,200,1
כפר דניאל,707,491,380,3,377,0,80,50,225,0
כפר האורנים,3796,1587,1214,3,1211,0,164,205,724,12
כפר החורש,192,475,371,2,369,0,111,44,188,0
כפר המכבי,254,305,216,0,216,0,50,18,139,0
כפר הנגיד,582,756,589,1,588,0,64,114,338,5
כפר הנשיא,443,709,412,2,410,2,117,31,218,0
כפר הס,187,1044,804,0,804,2,197,56,515,0
"כפר הרא""ה",217,717,588,0,588,0,13,341,58,12
"כפר הרי""ף",888,577,446,1,445,1,62,79,270,1
כפר ויתקין,190,1406,1085,3,1082,2,281,72,686,1
כפר ורבורג,320,817,652,1,651,1,83,126,403,4
כפר ורדים,1263,4664,3452,9,3443,27,719,646,1771,15
כפר זיתים,786,491,354,1,353,0,4,247,30,29
"כפר חב""ד",696,4087,2791,1,2790,2,3,2009,6,602
כפר חושן,609,579,420,1,419,0,11,269,48,57
כפר חיטים,255,502,344,1,343,0,24,133,136,6
כפר חיים,193,416,326,1,325,1,85,31,197,1
כפר חנניה,1297,514,375,2,373,1,31,186,110,9
כפר חסידים א',112,514,392,0,392,0,30,117,154,26
כפר חסידים ב',889,219,162,0,162,0,5,65,44,9
כפר חרוב,4004,379,243,0,243,1,51,24,146,0
כפר טרומן,673,572,460,0,460,1,46,156,202,5
כפר יאסיף,507,7785,4739,43,4696,3869,390,203,155,38
כפר ידידיה,233,482,397,1,396,1,85,32,257,0
כפר יהושע,140,829,666,0,666,1,166,58,404,0
כפר יונה,168,15429,11417,75,11342,6,719,4934,4245,463
כפר יחזקאל,85,712,582,1,581,1,110,63,356,2
כפר יעבץ,170,461,364,0,364,1,6,230,28,32
כפר כמא,508,2555,1075,13,1062,46,205,57,719,3
כפר כנא,509,14304,6919,90,6829,5655,321,275,157,84
כפר מונש,387,624,477,1,476,2,100,59,303,0
כפר מימון,1095,407,341,0,341,0,4,223,18,6
"כפר מל""ל",98,291,237,0,237,0,57,43,131,0
כפר מנדא,510,12249,7593,77,7516,5981,450,218,76,724
כפר מנחם,274,877,673,1,672,2,214,42,382,2
כפר מסריק,297,581,407,2,405,1,151,25,206,2
כפר מצר,512,1751,790,23,767,491,66,32,66,75
כפר מרדכי,764,466,372,2,370,0,75,33,244,2
כפר נטר,316,728,598,1,597,0,107,85,369,1
כפר סאלד,345,473,353,3,350,0,127,22,189,0
כפר סבא,6900,80130,58662,239,58423,100,7089,18449,26837,1508
כפר סילבר,107,83,34,0,34,0,2,10,20,0
כפר סירקין,249,965,774,0,774,3,95,113,516,4
כפר עזה,845,714,530,2,528,3,152,33,292,1
כפר עציון,3488,464,358,1,357,0,13,137,20,0
כפר פינס,189,372,315,1,314,0,5,198,14,2
כפר קאסם,634,14659,9472,120,9352,5295,3664,88,227,18
כפר קיש,388,432,325,4,321,0,50,59,176,2
כפר קרע,654,12611,5954,57,5897,4805,656,83,139,74
כפר ראש הנקרה,579,992,734,2,732,2,151,148,344,8
כפר רוזנואלד (זרעית),1130,222,154,0,154,0,10,111,18,6
כפר רופין,295,386,269,0,269,0,76,28,145,1
כפר רות,1166,185,152,0,152,0,19,23,80,4
כפר שמאי,605,334,245,2,243,0,9,172,10,28
כפר שמואל,743,588,498,1,497,2,69,97,297,0
כפר שמריהו,267,1864,1219,8,1211,2,167,209,756,10
כפר תבור,47,3310,2483,9,2474,6,275,669,1256,20
כפר תפוח,3572,602,488,1,487,0,2,356,4,16
כרכום,1285,458,321,1,320,0,61,70,148,2
כרם בן זמרה,664,397,314,0,314,0,8,206,48,17
כרם יבנה (ישיבה),1094,158,140,0,140,0,0,119,0,17
"כרם מהר""ל",580,648,504,0,504,3,107,70,264,0
כרם שלום,1085,126,68,1,67,0,15,26,16,0
כרמי יוסף,1264,1420,1103,1,1102,1,223,155,650,6
כרמי צור,3766,538,450,1,449,0,0,319,1,15
כרמי קטיף,1374,176,157,0,157,0,0,133,0,1
כרמיאל,1139,41234,24970,259,24711,232,1216,13564,6557,1195
כרמיה,768,451,334,0,334,4,97,57,131,0
כרמים,1198,206,163,1,162,1,50,21,52,0
כרמל,3656,264,227,0,227,0,1,169,4,2
לבון,1207,430,337,0,337,1,46,76,178,3
לביא,585,502,385,4,381,1,12,171,42,5
לבנים,1230,323,240,1,239,1,23,94,72,4
להב,2023,442,312,0,312,0,142,10,144,0
להבות הבשן,380,674,491,2,489,4,174,55,216,1
להבות חביבה,715,576,455,1,454,1,129,24,278,1
להבים,1271,4867,3803,7,3796,36,551,974,1821,19
לוד,7000,54846,30790,314,30476,3334,980,17646,3757,2130
לוזית,52,439,324,2,322,2,31,142,59,47
לוחמי הגיטאות,595,533,432,1,431,0,121,43,247,0
לוטם,1171,492,360,2,358,0,90,38,206,1
לוטן,1255,171,93,1,92,1,37,14,34,0
לימן,674,535,394,0,394,0,27,129,181,4
לכיש,24,561,460,0,460,1,141,27,256,2
לפיד,1310,1807,1398,1,1397,4,197,302,723,3
לפידות,1173,123,90,0,90,0,3,52,19,7
לקיה,1060,7305,1676,19,1657,1378,85,86,80,2
מאור,2055,881,694,2,692,1,87,233,297,19
מאיר שפיה,102,106,54,0,54,0,6,21,19,0
מבוא ביתר,771,601,459,1,458,1,51,173,143,3
מבוא דותן,3569,275,192,0,192,0,1,129,12,1
מבוא חורון,3709,1094,987,2,985,0,2,746,5,97
מבוא חמה,4204,401,283,1,282,1,81,20,160,0
מבוא מודיעים,1141,184,120,0,120,0,3,50,9,17
מבועים,1080,910,679,0,679,0,37,331,174,27
מבטחים,829,385,234,0,234,0,8,142,32,15
מבקיעים,573,368,276,0,276,0,9,138,84,10
מבשרת ציון,1015,18871,13883,37,13846,26,1831,6016,4309,538
מג'ד אל-כרום,516,10104,6170,24,6146,5608,301,26,48,100
מג'דל שמס,4201,801,139,2,137,0,13,48,64,2
מגאר,481,15692,7464,124,7340,3186,604,528,2296,540
מגדים,689,782,617,3,614,0,50,214,272,19
מגדל,65,1388,934,1,933,1,21,594,103,143
מגדל העמק,874,21275,13457,108,13349,16,348,8423,1664,1995
מגדל עוז,3561,250,173,0,173,0,0,82,2,2
מגדלים,3751,226,173,0,173,0,2,95,21,0
מגידו,586,621,469,1,468,1,121,46,267,2
מגל,375,802,655,0,655,1,203,21,403,0
מגן,695,463,343,2,341,2,181,17,133,0
מגן שאול,1155,376,303,1,302,0,9,189,69,8
מגשימים,722,669,526,0,526,0,76,109,306,2
מדרך עוז,2029,555,394,3,391,0,14,210,99,27
מדרשת בן גוריון,1140,1145,863,1,862,5,351,88,353,0
מודיעין עילית,3797,27232,23004,619,22385,4,9,326,22,21841
מודיעין-מכבים-רעות,1200,61450,47975,138,47837,49,4946,15166,20233,850
מולדת,269,801,627,0,627,0,128,46,401,5
מוצא עילית,208,900,658,1,657,6,157,119,329,5
מוקייבלה,635,2513,851,21,830,697,66,6,54,1
מורן,1163,333,255,0,255,0,72,24,146,0
מורשת,1178,963,766,0,766,0,6,501,14,9
מזור,606,799,626,2,624,3,81,85,404,1
מזכרת בתיה,28,10351,8088,23,8065,5,741,2787,3413,145
מזרע,104,680,500,0,500,0,193,18,274,1
מזרעה,517,2852,1685,7,1678,1428,139,9,40,5
מחולה,3599,484,415,0,415,0,2,232,13,5
מחנה הילה,1411,115,98,0,98,0,9,20,55,0
מחנה טלי,1418,159,109,0,109,0,6,23,61,2
מחנה יהודית,1413,135,111,0,111,0,8,32,55,3
מחנה יוכבד,1416,120,85,2,83,0,6,20,51,2
מחנה יפה,1415,216,161,0,161,0,10,54,76,1
מחנה מרים,1414,103,80,0,80,0,8,22,45,1
מחנה תל נוף,1412,191,139,0,139,0,11,39,76,0
מחניים,308,531,390,1,389,0,113,85,148,3
מחסיה,776,317,249,2,247,0,2,155,27,49
מטולה,43,1417,925,2,923,1,150,200,441,6
מטע,822,531,393,0,393,4,85,151,89,8
מי עמי,1128,254,207,2,205,2,77,10,105,0
מיטב,2054,377,296,0,296,0,4,220,35,4
מייסר,649,1279,467,0,467,365,78,2,11,0
מיצר,4019,122,95,0,95,0,16,6,51,0
מירב,1282,368,306,0,306,0,4,119,16,2
מירון,607,443,298,0,298,0,4,159,7,96
מישר,731,478,382,0,382,2,56,54,239,3
מיתר,1268,6718,5155,11,5144,10,544,1785,2014,48
מכורה,3614,133,93,1,92,0,10,34,35,0
מכחול,1343,394,106,1,105,62,12,3,18,4
מכמורת,382,1045,732,1,731,2,165,56,470,1
מכמנים,1202,350,271,0,271,0,70,30,151,0
מלאה,164,276,224,0,224,0,9,150,20,23
מלילות,2044,266,210,0,210,0,5,165,10,14
מלכיה,596,407,258,2,256,0,92,27,122,1
מנוחה,2030,416,325,0,325,0,6,240,29,22
מנוף,1174,637,472,0,472,1,134,25,296,1
מנות,1205,349,259,0,259,0,12,145,58,8
מנחמיה,48,930,613,4,609,0,43,337,153,14
מנרה,347,213,146,1,145,0,65,7,68,0
מנשית זבדה,994,827,418,8,410,189,44,7,110,3
מסד,1258,385,295,0,295,0,62,45,161,0
מסדה,263,268,185,0,185,0,40,22,104,1
מסילות,298,432,288,1,287,0,97,18,147,0
מסילת ציון,742,693,568,0,568,0,103,157,251,20
מסלול,748,487,365,3,362,0,27,174,94,23
מסעדה,4203,326,71,0,71,1,2,32,27,3
מסעודין אל-עזאזמה,939,7050,2963,27,2936,2828,32,10,20,9
מעברות,197,736,587,3,584,1,287,24,250,1
מעגלים,1082,1049,887,0,887,9,4,647,16,123
מעגן,678,326,238,1,237,0,38,33,138,0
מעגן מיכאל,694,1678,1161,3,1158,3,443,49,604,1
מעוז חיים,272,464,308,1,307,2,79,23,172,0
מעון,3657,296,237,0,237,0,0,178,1,0
מעונה,570,651,485,2,483,1,22,222,161,11
מעטפות חיצוניות,99999,0,240783,1961,238822,6988,19288,93488,68702,18134
מעיליא,518,2508,1544,16,1528,870,346,107,186,1
מעין ברוך,416,473,336,1,335,1,102,41,166,4
מעין צבי,290,663,475,1,474,1,145,40,259,3
מעלה אדומים,3616,27839,20356,99,20257,7,331,13530,2049,1282
מעלה אפרים,3608,1136,632,4,628,1,12,396,91,19
מעלה גלבוע,1127,351,297,0,297,0,25,54,60,2
מעלה גמלא,4008,390,312,0,312,0,54,36,185,0
מעלה החמישה,286,552,389,0,389,0,125,27,215,1
מעלה לבונה,3752,405,335,0,335,0,0,259,0,9
מעלה מכמש,3651,925,746,0,746,0,3,488,2,22
מעלה עירון,1327,9605,3567,41,3526,3074,137,84,42,161
מעלה עמוס,3653,320,243,1,242,0,0,64,2,132
מעלה שומרון,3637,593,470,1,469,0,5,253,37,14
מעלות-תרשיחא,1063,17972,10715,104,10611,1484,518,5832,1249,630
מענית,344,539,445,0,445,3,185,28,216,1
מעש,230,688,542,1,541,1,62,126,295,9
מפלסים,668,663,477,1,476,2,109,44,281,1
מצדות יהודה,3745,308,253,0,253,0,2,156,5,3
מצובה,325,824,616,1,615,1,99,118,344,3
מצליח,757,972,734,6,728,0,30,451,148,33
מצפה,58,132,103,0,103,0,16,21,55,0
"מצפה אבי""ב",1222,702,567,1,566,0,133,60,326,4
מצפה אילן,1370,165,149,0,149,0,1,69,2,0
מצפה יריחו,3576,1272,1037,3,1034,0,4,772,2,42
מצפה נטופה,1190,636,499,2,497,2,17,195,33,5
מצפה רמון,99,3680,2126,21,2105,23,276,1254,341,60
מצפה שלם,3610,173,125,0,125,0,33,13,65,0
מצר,648,432,324,0,324,1,192,11,111,0
מקווה ישראל,22,152,102,0,102,0,18,31,42,1
מרגליות,843,332,189,0,189,0,12,109,27,10
מרום גולן,4101,563,396,0,396,0,89,41,219,1
מרחב עם,1340,184,166,0,166,0,1,99,3,6
מרחביה (מושב),97,554,421,1,420,1,76,83,216,4
מרחביה (קיבוץ),66,888,650,1,649,0,138,178,278,3
מרכז שפירא,1098,1398,1193,3,1190,0,6,840,45,88
משאבי שדה,421,459,311,1,310,0,107,30,147,1
משגב דב,765,491,398,0,398,1,50,82,243,0
משגב עם,378,259,171,0,171,0,55,19,83,0
משהד,520,5463,2692,15,2677,2510,52,26,28,12
משואה,3605,150,101,0,101,0,3,39,21,0
משואות יצחק,620,469,389,1,388,0,12,162,47,1
משמר איילון,670,402,332,1,331,0,35,110,141,6
משמר דוד,563,483,418,0,418,2,74,71,240,1
משמר הירדן,732,546,403,2,401,1,24,210,101,6
משמר הנגב,395,768,518,1,517,1,184,61,233,0
משמר העמק,130,938,716,1,715,1,359,19,322,1
משמר השבעה,729,674,515,2,513,1,31,172,276,1
משמר השרון,194,511,343,0,343,0,131,22,179,0
משמרות,213,568,452,1,451,1,123,28,266,1
משמרת,425,655,526,1,525,1,94,53,355,1
משען,791,700,551,3,548,0,14,359,56,49
מתן,1315,2508,1927,6,1921,0,276,375,1115,9
מתת,1184,160,109,0,109,3,48,6,40,0
מתתיהו,3648,458,344,6,338,0,0,17,0,295
נאות גולן,4551,411,293,2,291,0,29,55,153,0
נאות הכיכר,1124,211,147,0,147,0,31,25,82,0
נאות מרדכי,408,509,376,0,376,1,104,32,189,5
נאות סמדר,1197,256,151,1,150,0,37,18,87,0
נאעורה,524,1421,613,14,599,334,164,4,71,4
נבטים,396,719,562,3,559,1,36,199,232,11
נגבה,315,681,480,0,480,2,145,43,260,2
נגוהות,3724,137,125,0,125,0,0,75,0,1
נהורה,309,949,708,1,707,1,21,388,162,72
נהלל,80,721,549,4,545,0,106,57,352,0
נהריה,9100,49909,31409,224,31185,85,1430,18048,7238,1485
נוב,4304,486,407,0,407,0,2,174,15,4
נוגה,55,399,286,0,286,1,12,173,58,13
נווה,1366,309,278,5,273,0,0,247,0,18
נווה אור,590,338,231,1,230,0,76,26,107,1
"נווה אטי""ב",4303,165,111,1,110,0,8,28,54,0
נווה אילן,405,686,493,0,493,3,105,90,242,5
נווה איתן,296,188,122,1,121,0,48,11,49,0
נווה דניאל,3725,1525,1183,1,1182,0,2,556,12,17
נווה זוהר,1057,58,22,0,22,0,3,10,4,1
נווה זיו,1314,525,387,0,387,0,37,114,163,15
נווה ים,312,211,154,1,153,0,32,51,53,2
נווה ימין,686,1018,776,3,773,0,46,412,217,32
נווה ירק,858,836,676,0,676,0,81,92,442,4
נווה מבטח,827,453,374,3,371,1,45,59,234,2
נווה מיכאל,1071,460,355,1,354,0,5,237,30,33
נווה שלום,1259,205,145,1,144,79,53,0,12,0
נועם,15,302,217,2,215,0,1,172,5,29
נוף איילון,1333,1704,1451,1,1450,0,10,979,13,82
נופים,3790,497,378,2,376,0,5,249,21,8
נופית,1284,1991,1528,4,1524,1,219,242,951,4
נופך,257,394,319,4,315,1,25,162,80,16
נוקדים,3726,1137,875,0,875,1,10,481,29,25
נורדיה,447,1544,1184,8,1176,1,129,273,662,14
נורית,833,98,82,0,82,0,11,30,28,0
נחושה,59,731,603,1,602,0,16,237,31,31
נחל עוז,844,341,245,0,245,0,78,16,132,1
נחלה,2045,476,390,0,390,0,27,203,76,43
נחליאל,3767,330,258,0,258,2,0,158,0,64
נחלים,449,902,766,1,765,0,10,429,55,9
נחם,809,408,345,1,344,0,9,242,14,36
נחף,522,8240,4289,11,4278,3254,191,46,42,19
נחשולים,433,531,423,0,423,0,133,23,249,0
נחשון,777,458,346,4,342,4,173,14,146,0
נחשונים,705,344,247,0,247,0,111,15,110,0
נטועה,1147,240,184,1,183,0,6,117,27,14
נטור,4014,234,188,0,188,0,12,46,42,2
נטע,1369,216,186,0,186,0,1,141,0,3
נטעים,174,536,413,1,412,0,72,67,231,0
נטף,1254,358,295,0,295,7,148,8,111,0
ניין,523,1311,683,13,670,235,310,21,85,0
"ניל""י",3655,1089,844,2,842,1,45,344,288,8
ניצן,351,1338,1080,5,1075,0,7,737,22,36
ניצן ב',1419,664,510,2,508,0,0,339,23,23
ניצנה (קהילת חינוך),1195,183,79,1,78,3,9,8,37,0
ניצני סיני,1280,201,143,0,143,0,16,22,71,0
ניצני עוז,851,748,560,2,558,1,74,216,220,5
ניצנים,359,329,250,1,249,0,89,9,138,0
ניר אליהו,808,418,298,1,297,0,100,18,169,0
ניר בנים,553,605,487,1,486,1,92,52,318,3
ניר גלים,720,616,535,0,535,0,13,294,26,18
ניר דוד (תל עמל),256,610,481,2,479,0,194,15,241,1
"ניר ח""ן",11,403,289,1,288,0,31,104,111,2
ניר יפה,165,402,300,1,299,0,20,122,108,7
ניר יצחק,402,585,389,1,388,5,224,12,137,0
ניר ישראל,699,585,449,0,449,0,52,98,240,3
ניר משה,2047,414,296,1,295,0,41,79,134,9
ניר עוז,69,329,247,0,247,1,121,12,103,0
ניר עם,348,385,251,0,251,0,59,30,136,3
ניר עציון,769,404,301,0,301,1,18,139,27,4
ניר עקיבא,2048,477,377,1,376,0,31,178,97,31
ניר צבי,331,920,739,1,738,1,149,90,435,8
נירים,602,384,284,2,282,1,142,16,109,1
נירית,1236,810,647,1,646,2,121,54,436,2
נירן,3620,72,57,0,57,1,34,0,21,0
נס הרים,825,750,574,0,574,2,46,293,163,10
נס עמים,1143,219,176,0,176,4,27,44,89,0
נס ציונה,7200,33516,25645,121,25524,27,2536,8134,12055,704
נעורים,186,173,75,0,75,0,8,21,39,2
נעלה,3787,1121,864,6,858,1,23,417,236,8
"נעמ""ה",3713,138,98,0,98,0,3,32,39,0
נען,158,1294,995,4,991,2,373,54,506,1
נצאצרה (שבט),1041,319,93,0,93,82,1,3,0,5
נצר חזני,1372,245,219,2,217,0,0,137,3,12
נצר סרני,435,579,477,1,476,0,196,18,243,1
נצרת,7300,57041,22720,315,22405,18632,1853,525,911,46
נצרת עילית,1061,39282,21677,376,21301,3265,1064,11998,2832,646
נשר,2500,19580,12601,79,12522,32,722,6618,3708,465
נתיב הגדוד,3555,154,107,0,107,0,5,39,47,0
"נתיב הל""ה",693,448,346,1,345,3,144,18,167,0
נתיב העשרה,1242,657,526,3,523,2,64,113,256,1
נתיב השיירה,792,416,315,2,313,0,33,140,100,5
נתיבות,246,22599,16955,118,16837,6,117,7692,536,7421
נתניה,7400,181085,109241,818,108423,59,4032,57734,24752,12647
סאג'ור,525,2945,1295,7,1288,62,377,440,191,130
סאסא,578,420,301,0,301,0,158,8,122,1
סביון,587,3777,2574,6,2568,6,312,577,1501,24
סגולה,2046,430,349,1,348,0,43,95,186,4
סואעד (חמרייה),942,144,49,2,47,35,7,1,4,0
סולם,526,1964,871,6,865,549,214,18,65,12
סוסיה,3756,660,548,2,546,0,1,330,5,4
סופה,1238,185,119,0,119,1,26,18,59,0
סח'נין,7500,21019,17106,84,17022,16104,496,262,60,29
סייד (שבט),1170,872,149,4,145,52,14,12,22,38
סלמה,1245,2177,975,14,961,512,17,74,212,126
סלעית,3567,710,579,0,579,0,90,67,369,2
סמר,1156,229,148,0,148,3,86,0,53,0
סנסנה,3777,204,186,0,186,0,1,79,6,0
סעד,419,619,491,2,489,0,33,173,109,2
סעוה,1360,871,231,1,230,155,12,8,35,13
סער,454,606,449,3,446,0,114,92,212,0
ספיר,1176,308,195,3,192,0,14,70,68,1
סתריה,610,797,637,2,635,2,104,95,383,7
ע'ג'ר,4501,1666,613,14,599,9,68,318,145,33
עבדון,892,513,363,0,363,0,8,219,49,46
עברון,376,664,527,0,527,2,237,17,252,2
עגור,794,303,224,0,224,0,11,157,19,30
עדי,1199,1479,1140,2,1138,0,102,249,685,3
עדנים,2035,299,233,0,233,1,21,44,150,0
עוזה,826,362,273,0,273,0,0,187,6,73
עוזייר,528,1952,782,1,781,601,67,7,40,37
עולש,737,758,602,4,598,0,72,113,335,13
עומר,666,6432,4839,13,4826,29,629,1429,2184,26
עופר,810,399,317,0,317,1,60,87,136,4
עופרה,3617,1869,1499,2,1497,0,3,817,20,9
עוצם,32,426,326,2,324,0,1,124,15,166
עוקבי (בנו עוקבה),957,276,121,2,119,81,31,0,7,0
עזר,1149,622,494,2,492,0,44,167,202,21
עזריאל,837,603,502,1,501,0,8,360,42,26
עזריה,711,777,635,0,635,0,14,447,80,46
עזריקם,817,918,718,2,716,0,20,477,124,28
עטאוונה (שבט),969,111,5,0,5,2,0,0,2,0
עטרת,3658,295,256,0,256,0,0,187,2,2
עידן,1175,296,189,0,189,0,43,23,98,0
עיילבון,530,4097,2639,24,2615,1389,407,203,533,35
עיינות,156,109,53,0,53,0,6,18,20,0
עילוט,511,5109,1435,25,1410,1078,109,23,16,156
עין איילה,687,736,582,0,582,0,107,87,340,1
עין אל-אסד,546,619,322,0,322,13,71,58,167,0
עין גב,273,481,327,0,327,0,96,35,160,1
עין גדי,2042,477,326,1,325,1,116,30,145,2
עין דור,436,904,595,0,595,2,213,33,314,0
עין הבשור,1240,729,557,1,556,0,79,104,302,6
עין הוד,74,496,369,0,369,3,130,18,173,1
עין החורש,167,685,561,1,560,1,278,14,256,0
עין המפרץ,289,693,553,0,553,0,253,15,277,1
"עין הנצי""ב",383,444,354,0,354,2,19,89,44,3
עין העמק,367,568,455,0,455,0,26,294,69,14
עין השופט,270,873,530,0,530,2,270,35,209,2
עין השלושה,676,305,186,2,184,1,39,29,108,0
עין ורד,157,1089,885,1,884,2,187,64,584,4
עין זיוון,4503,272,187,1,186,0,39,30,97,0
עין חוד,1320,187,69,0,69,31,11,4,0,21
עין חרוד (איחוד),89,524,397,2,395,1,98,26,252,1
עין חרוד (מאוחד),82,680,491,3,488,0,176,34,240,1
עין יהב,806,526,398,0,398,3,80,24,276,0
עין יעקב,813,692,547,1,546,0,49,304,110,26
עין כרמל,426,521,417,3,414,1,127,40,229,0
עין מאהל,532,8766,3888,35,3853,3433,128,69,29,128
עין נקובא,521,1617,726,51,675,266,63,176,127,5
עין עירון,223,411,345,2,343,2,84,28,223,1
עין צורים,622,464,373,2,371,0,25,161,47,4
עין קנייא,4502,134,30,0,30,0,7,17,5,1
עין ראפה,514,634,248,13,235,79,80,11,55,0
עין שמר,139,576,433,4,429,1,190,28,200,0
עין שריד,880,1077,823,2,821,2,104,274,354,38
עין תמר,1251,143,94,0,94,0,5,26,43,0
עינת,871,555,467,0,467,0,147,36,264,2
עכו,7600,41584,24254,330,23924,4897,813,12761,2465,1611
עלומים,1146,346,278,0,278,0,17,80,35,0
עלי,3765,2105,1672,1,1671,1,6,1272,12,31
עלי זהב,3727,1345,1137,1,1136,0,4,552,29,14
עלמה,688,578,448,0,448,1,2,389,8,36
עלמון,3715,951,733,0,733,0,21,457,108,5
עמוקה,1212,146,109,2,107,1,31,7,59,0
עמיחי,3824,65,64,0,64,0,0,52,0,1
עמינדב,779,638,488,1,487,2,66,195,144,12
עמיעד,385,428,271,2,269,0,106,10,136,1
עמיעוז,318,207,133,0,133,0,3,50,40,19
עמיקם,773,514,396,1,395,2,75,68,201,1
עמיר,319,502,372,0,372,2,158,27,167,0
עמנואל,3660,2149,1562,14,1548,1,3,339,2,1132
עמקה,708,565,432,2,430,0,8,295,44,31
ענב,3712,490,414,0,414,0,1,274,1,42
עספיא,534,8983,4531,59,4472,578,609,951,2142,40
עפולה,7700,40352,26116,252,25864,32,768,16214,4347,2298
עץ אפרים,3778,1298,1060,1,1059,0,13,613,101,39
עצמון שגב,917,906,665,1,664,1,166,54,407,2
עראבה,531,16252,9661,45,9616,9309,117,86,38,18
עראמשה,1246,1011,346,5,341,96,63,25,119,33
ערב אל נעים,1335,493,269,11,258,64,9,168,4,1
ערד,2560,21506,13056,131,12925,72,638,5177,3139,3034
ערוגות,593,679,549,5,544,0,59,143,294,5
ערערה,637,12964,5078,56,5022,4015,646,80,92,67
ערערה-בנגב,1192,8197,4635,42,4593,4261,75,56,78,75
עשרת,591,880,700,1,699,1,94,105,465,4
עתלית,53,5523,3966,25,3941,4,319,1718,1437,136
עתניאל,3748,450,370,0,370,0,1,211,3,4
פארן,1151,364,276,1,275,0,54,15,198,0
פדואל,3768,1020,894,1,893,0,1,633,5,14
פדויים,750,327,222,0,222,0,4,120,29,27
פדיה,838,587,462,3,459,0,19,309,69,20
פוריה - כפר עבודה,1104,265,185,0,185,0,3,129,23,10
פוריה - נווה עובד,1105,990,696,2,694,1,14,490,78,36
פוריה עילית,1313,849,575,2,573,2,44,313,149,8
פוריידיס,537,8490,5437,43,5394,1966,1752,1189,107,278
פורת,767,893,613,3,610,0,4,429,45,74
פטיש,749,652,541,2,539,0,8,307,55,117
פלמחים,597,580,426,1,425,1,163,40,193,4
פני חבר,3723,213,181,2,179,0,3,157,3,3
פסגות,3659,1000,858,1,857,1,3,671,1,7
פסוטה,535,2581,1136,4,1132,584,293,86,119,33
"פעמי תש""ז",2059,373,294,2,292,1,10,153,44,62
פצאל,3615,230,195,0,195,0,10,79,59,0
פקיעין (בוקייעה),536,4334,2553,34,2519,562,594,720,436,142
פקיעין חדשה,281,317,250,1,249,0,6,145,15,68
פרדס חנה-כרכור,7800,30005,21654,103,21551,58,3036,8254,7735,827
פרדסיה,171,4968,3840,12,3828,14,384,1130,1889,78
פרוד,599,431,329,2,327,3,81,36,180,0
פרזון,2053,319,227,0,227,0,15,156,27,8
פרי גן,1231,162,111,0,111,0,9,51,28,0
פתח תקווה,7900,189414,131617,880,130737,83,6048,62231,35488,13560
פתחיה,839,616,487,2,485,0,16,251,143,26
צאלים,413,399,296,0,296,2,105,34,128,1
צביה,1180,265,203,1,202,0,53,10,122,0
צבעון,1213,147,121,0,121,1,59,8,37,1
צובה,465,623,404,0,404,1,203,14,159,1
צוחר,1136,453,328,0,328,0,23,162,102,11
