שם ישוב,סמל ישוב,בזב,מצביעים,פסולים,כשרים,Arabs,Left,Right,Center,Orthodox
צורית,1221,567,464,1,463,0,269,89,91,5
ציפורי,613,588,458,3,455,0,243,114,84,2
צלפון,796,575,439,9,430,0,29,332,17,31
צנדלה,636,1098,745,1,744,737,2,1,0,0
צפריה,594,444,395,3,392,0,11,296,23,15
צפרירים,1079,282,205,1,204,0,84,84,9,17
צפת,8000,21978,14278,187,14091,174,735,6812,404,3479
צרופה,612,662,523,2,521,0,130,289,45,24
צרעה,567,814,539,0,539,17,437,38,40,1
קבועה (שבט),1234,616,206,3,203,139,32,5,1,2
קבוצת יבנה,334,637,476,0,476,2,83,298,70,2
קדומים,3557,2382,2053,8,2045,0,7,1769,6,30
קדימה-צורן,195,13273,10329,56,10273,10,3773,3860,1861,511
קדמת צבי,4025,306,222,1,221,0,101,72,42,0
קדר,3781,822,660,4,656,0,39,516,40,22
קדרון,615,1077,867,1,866,1,548,133,156,9
קדרים,1211,127,87,0,87,0,59,17,9,0
קודייראת א-צאנע(ש,964,1108,386,4,382,357,17,2,0,0
קוואעין (שבט),972,413,309,0,309,307,1,0,0,0
קוממיות,766,233,135,1,134,0,0,0,0,130
קורנית,1179,570,444,0,444,0,306,65,71,0
קטורה,1052,447,225,0,225,3,155,42,20,1
קיסריה,1167,4228,2859,11,2848,7,1276,996,487,16
קלחים,414,323,250,1,249,2,119,67,19,27
קליה,3601,330,255,1,254,0,79,114,49,0
קלנסווה,638,12163,8610,54,8556,8292,172,67,3,7
קלע,4024,156,95,2,93,1,35,36,15,0
קציר,1243,1964,1386,11,1375,9,680,469,158,10
קצר א-סר,1347,599,355,2,353,325,11,5,1,4
קצרין,4100,5769,3556,48,3508,6,511,2335,321,95
קרית אונו,2620,26750,20608,154,20454,34,8431,7471,3458,608
קרית ארבע,3611,4492,3340,21,3319,1,40,2181,15,45
קרית אתא,6800,44765,29977,358,29619,20,4616,18552,2654,2567
קרית ביאליק,9500,33918,22962,237,22725,16,6128,11983,3205,914
קרית גת,2630,39712,26860,377,26483,7,2050,16828,1647,4452
קרית טבעון,2300,13176,9525,58,9467,58,5415,2374,1234,172
קרית ים,9600,36085,21403,340,21063,11,3116,14264,2240,867
קרית יערים,1137,2388,1823,23,1800,0,22,134,3,1489
קרית מוצקין,8200,35487,24495,262,24233,17,6127,13245,3593,693
קרית מלאכי,1034,16023,10897,155,10742,4,638,6350,324,1589
קרית נטפים,3746,352,306,0,306,0,1,276,3,7
קרית ענבים,78,293,229,0,229,1,158,34,30,1
קרית עקרון,469,8022,5813,66,5747,8,613,3980,331,469
קרית שמונה,2800,18357,11338,102,11236,25,1228,8297,428,845
קרני שומרון,3640,4757,3690,28,3662,0,100,3052,61,106
קשת,4006,379,299,2,297,0,4,218,1,3
ראמה,543,5935,3580,66,3514,1996,694,601,26,184
ראס אל-עין,1334,232,140,2,138,122,11,3,1,0
ראס עלי,990,328,205,3,202,169,23,9,0,0
ראש העין,2640,30473,23844,160,23684,20,5103,12922,2290,2039
ראש פינה,26,2170,1620,4,1616,9,796,533,176,22
ראש צורים,3602,461,412,1,411,1,3,388,4,3
ראשון לציון,8300,195958,138998,1188,137810,91,34434,73894,19953,5019
רבבה,3795,787,716,1,715,0,0,614,1,7
רבדים,564,501,383,1,382,1,308,30,26,3
רביבים,354,678,451,0,451,1,325,83,28,0
רגבה,390,829,637,3,634,0,402,126,95,7
רגבים,444,379,261,2,259,1,203,36,14,0
רהט,1161,26511,15422,177,15245,13713,884,254,103,71
רווחה,2051,413,332,0,332,0,14,243,8,53
רוויה,2016,221,152,2,150,0,6,107,1,33
רוחמה,362,457,305,4,301,0,248,25,25,1
רומאנה,539,622,498,5,493,480,4,2,6,0
רומת הייב,997,1191,466,14,452,185,138,50,34,38
רועי,3619,190,154,0,154,0,34,96,19,1
רחוב,854,283,221,4,217,0,10,154,8,35
רחובות,8400,98300,69985,603,69382,115,16931,34397,8166,5819
רחלים,3822,213,199,0,199,0,0,170,0,0
ריחאניה,540,881,496,3,493,48,259,100,79,0
ריחן,3568,131,100,1,99,0,33,46,11,0
ריינה,542,10217,6537,68,6469,6089,224,123,4,11
רימונים,3565,454,317,2,315,0,21,248,16,9
רינתיה,616,683,541,2,539,1,184,255,59,17
רכסים,922,5461,4691,55,4636,0,69,567,58,3765
רם-און,1069,572,459,3,456,0,297,84,64,5
רמות,4702,419,324,0,324,1,183,61,61,0
רמות השבים,206,1050,808,4,804,0,538,135,117,5
רמות מאיר,735,522,385,1,384,1,181,123,60,7
רמות מנשה,445,780,620,1,619,1,468,44,82,2
רמות נפתלי,372,421,305,2,303,0,116,132,30,8
רמלה,8500,52690,34081,611,33470,5062,3042,19510,1506,3346
רמת גן,8600,123618,85727,601,85126,204,31758,35131,12152,3495
רמת דוד,135,347,269,2,267,1,203,35,23,0
רמת הכובש,184,621,484,1,483,2,377,44,52,1
רמת השופט,335,689,494,0,494,0,358,65,66,0
רמת השרון,2650,35514,26747,112,26635,61,14160,6856,3902,1148
רמת יוחנן,178,792,563,2,561,1,433,74,37,1
רמת ישי,122,5433,4213,17,4196,2,1758,1567,718,45
רמת מגשימים,4701,420,354,2,352,0,5,300,4,2
רמת צבי,339,395,329,0,329,1,200,68,51,3
רמת רזיאל,460,449,338,4,334,5,165,109,38,6
רמת רחל,127,322,259,0,259,0,165,43,38,0
רנן,789,386,284,2,282,0,89,158,30,2
רעים,713,348,279,0,279,0,228,24,22,0
רעננה,8700,60923,43102,260,42842,51,16466,17381,6076,1397
רקפת,1228,629,537,0,537,2,334,102,94,1
רשפון,247,894,682,2,680,2,423,119,118,2
רשפים,437,391,311,1,310,0,241,32,24,0
רתמים,1260,202,177,0,177,0,16,145,7,1
שאר ישוב,324,400,321,0,321,0,143,105,57,0
שבי ציון,282,742,543,0,543,1,282,154,87,4
שבי שומרון,3571,520,409,1,408,0,3,272,2,10
שבלי - אום אל-גנם,913,3586,2126,19,2107,1779,225,79,7,3
שגב-שלום,1286,3761,1950,29,1921,1707,119,41,5,30
שדה אילן,721,367,304,0,304,0,13,260,17,8
שדה אליהו,304,594,393,0,393,0,28,327,23,2
שדה אליעזר,861,597,454,3,451,1,134,229,54,7
שדה בוקר,885,395,262,1,261,0,206,26,23,0
שדה דוד,36,295,203,4,199,0,20,139,9,29
שדה ורבורג,284,945,767,2,765,0,508,132,110,1
שדה יואב,293,274,223,0,223,0,185,18,19,0
שדה יעקב,142,562,473,0,473,0,46,359,41,4
שדה יצחק,2008,366,271,1,270,0,129,88,49,0
שדה משה,18,380,299,4,295,0,132,112,44,3
שדה נחום,259,362,269,2,267,1,135,69,53,0
שדה נחמיה,329,641,502,0,502,0,287,136,54,6
שדה ניצן,1058,323,180,0,180,2,129,33,15,1
שדה עוזיהו,739,884,704,4,700,0,31,570,14,44
שדה צבי,2049,357,280,4,276,0,74,144,19,27
שדות ים,327,637,518,0,518,4,388,70,38,8
שדות מיכה,27,267,196,1,195,0,10,119,1,55
שדי אברהם,1223,226,166,1,165,0,78,51,30,1
שדי חמד,2015,694,567,2,565,0,279,165,98,2
שדי תרומות,2057,341,231,0,231,0,9,199,4,10
שדמה,555,353,278,0,278,3,161,52,56,2
שדמות דבורה,306,448,369,1,368,0,221,73,59,0
שדמות מחולה,3578,321,263,0,263,0,2,225,0,2
שדרות,1031,17460,10924,157,10767,21,902,7785,381,983
שואבה,741,425,337,0,337,1,143,125,52,9
שובה,761,372,299,3,296,0,4,222,1,19
שובל,394,528,390,2,388,4,302,38,41,0
שוהם,1304,13852,11170,40,11130,9,3935,4665,2129,144
שומרה,614,282,201,3,198,0,16,140,8,27
שומריה,1265,263,231,0,231,0,0,102,1,0
שוקדה,415,200,163,1,162,0,0,123,1,18
שורש,456,827,652,5,647,0,344,201,89,6
שורשים,1235,358,273,2,271,2,160,67,34,3
שושנת העמקים,224,467,338,2,336,0,75,179,36,25
שזור,527,261,199,2,197,0,35,136,10,14
שחר,7,461,340,2,338,0,95,171,30,32
שיבולים,865,255,213,7,206,1,3,173,3,9
שייח' דנון,658,1733,1277,14,1263,1129,102,14,0,2
שילה,3641,1554,1310,1,1309,1,1,961,1,8
שילת,1165,415,351,0,351,0,214,67,60,0
שכניה,1160,523,389,0,389,0,234,73,75,1
שלווה,873,336,270,0,270,0,1,190,0,37
שלוחות,439,385,284,2,282,0,36,213,22,4
שלומי,812,4828,3339,45,3294,4,415,2175,236,349
שמיר,366,661,473,1,472,1,362,42,61,0
שמעה,3784,304,214,3,211,0,17,154,11,3
שמרת,432,354,258,0,258,1,209,25,18,1
שמשית,1337,1531,1258,2,1256,0,770,218,247,9
שני,1287,326,221,1,220,0,27,151,20,1
שניר,1132,399,299,0,299,0,205,44,30,1
שעב,538,4249,3216,11,3205,2884,226,32,1,50
שעל,4009,219,172,2,170,0,51,80,24,2
שעלבים,856,582,527,1,526,0,6,366,0,29
שער אפרים,661,1031,835,2,833,4,226,437,98,37
שער הגולן,264,504,380,4,376,3,287,39,42,0
שער העמקים,237,554,437,1,436,1,390,12,29,0
שער מנשה,921,120,13,1,12,0,4,6,0,2
שערי תקווה,3720,3533,2854,12,2842,2,325,2075,253,38
שפיים,232,906,714,2,712,3,604,37,46,2
שפיר,692,469,400,3,397,0,64,242,39,19
שפר,846,288,206,0,206,1,41,137,12,8
שפרעם,8800,25674,15194,169,15025,11024,1229,2582,55,61
שקד,3649,516,399,4,395,0,68,279,27,7
שקף,1233,317,274,1,273,1,95,121,41,2
שרונה,292,433,347,1,346,0,199,97,41,0
שריגים (לי-און),1114,708,530,1,529,7,315,135,51,3
שריד,126,727,531,4,527,1,416,48,52,2
שרשרת,398,229,179,2,177,0,7,97,1,10
שתולה,1045,225,161,0,161,2,31,93,11,13
שתולים,763,1244,950,8,942,0,158,621,73,32
תאשור,2062,244,176,1,175,1,65,72,24,6
תדהר,2061,294,228,0,228,0,45,145,17,12
תובל,1172,323,223,0,223,8,176,18,21,0
תומר,3558,243,177,1,176,0,35,103,34,0
תושיה,1083,260,227,0,227,0,1,164,1,5
תימורים,163,599,465,0,465,1,268,125,62,2
תירוש,10,306,218,3,215,0,3,118,4,80
תל אביב - יפו,5000,403338,263205,1860,261345,8620,123634,79733,30241,12817
תל יוסף,84,373,290,1,289,0,208,36,37,2
תל יצחק,287,675,571,4,567,0,394,90,76,3
תל מונד,154,8052,6261,29,6232,3,2380,2461,1084,133
תל עדשים,103,750,613,1,612,1,287,191,116,4
תל קציר,719,273,201,0,201,1,126,46,20,0
תל שבע,1054,7714,3660,58,3602,3305,161,52,6,54
תל תאומים,1283,295,212,0,212,0,8,162,11,17
תלם,3719,134,100,0,100,0,8,58,0,3
תלמי אליהו,1051,241,158,1,157,0,41,72,17,16
תלמי אלעזר,2003,553,435,2,433,0,180,158,81,0
"תלמי ביל""ו",2050,286,218,3,215,0,22,157,9,10
תלמי יוסף,1237,237,166,0,166,0,90,45,25,0
תלמי יחיאל,727,555,410,1,409,0,154,193,47,7
תלמי יפה,744,424,332,1,331,0,132,125,64,1
תלמים,814,515,416,2,414,0,6,213,9,33
תמרת,1244,1207,966,3,963,0,696,124,128,3
תנובות,2002,571,453,1,452,0,137,228,44,15
תעוז,752,405,328,0,328,2,66,186,35,30
תפרח,709,945,848,22,826,0,4,48,5,706
תקומה,665,406,335,4,331,0,44,235,26,4
תקוע,3563,1797,1459,2,1457,2,29,1232,19,23
תראבין א-צאנע (שב,970,639,106,0,106,97,4,2,0,2
תראבין א-צאנע(ישו,1346,176,60,0,60,52,1,3,0,4
תרום,778,482,411,2,409,0,23,301,13,41
